Unnamed: 0,Program,Genre,Number of viewers,Audience share (%),Start time,Broadcasting date
876.0,alfich,Culturel,19196,24.0,00:47:00,2022-02-21
877.0,sibak kawafi,Culturel,26035,31.0,00:40:00,2022-03-19
878.0,Quiz Quran,Religieux,39221,26.0,09:03:00,2022-02-16
879.0,Maa Naha,Culturel,34336,36.0,14:36:00,2022-04-06
880.0,alfich,Culturel,30624,33.0,12:28:00,2022-01-30
881.0,sibak kawafi,Culturel,19890,25.0,00:31:00,2022-01-15
882.0,Quiz Quran,Religieux,37793,24.0,08:38:00,2022-01-09
883.0,Maa Naha,Culturel,40979,31.0,04:21:00,2022-03-06
884.0,Hiraf,Capsule,34260,41.0,10:10:00,2022-04-05
885.0,Midadou chouaara,Culturel,20275,22.0,02:41:00,2022-02-20
886.0,Fada Ryadi,Sport,21893,35.0,10:01:00,2022-03-29
887.0,Journal Télévisé,Info,31633,41.0,13:47:00,2022-02-11
888.0,Agenda,Info,27275,26.0,12:33:00,2022-04-30
889.0,Sahafatou Al ousbouaa,Info,39999,20.0,17:30:00,2022-04-25
890.0,Touratak Lak,Culturel,40331,26.0,05:42:00,2022-01-19
891.0,Tarab,Music,20881,34.0,14:28:00,2022-01-14
892.0,Nabdou Al Moujtamaa,Culturel,40922,32.0,07:30:00,2022-05-12
893.0,Journal Télévisé,Info,38217,25.0,18:03:00,2022-03-23
894.0,Agenda,Info,21063,31.0,12:28:00,2022-01-29
895.0,Mina Dakira sahraouya,Culturel,30197,30.0,03:35:00,2022-05-29
896.0,Mara oa Al Hayat,Culturel,18324,27.0,03:14:00,2022-01-05
897.0,Journal Télévisé,Info,22157,32.0,19:52:00,2022-05-11
898.0,Assrisser Dahbo,Series,23533,20.0,14:37:00,2022-01-12
899.0,Amnir,documentaires,16511,24.0,06:40:00,2022-03-18
900.0,Kadaya ramadaniya,Religieux,33244,34.0,12:53:00,2022-04-28
901.0,Hiraf,Capsule,24729,31.0,09:20:00,2022-05-01
902.0,Konoz mina sahrae,Culturel,17324,25.0,06:06:00,2022-05-16
903.0,Sahil aljanoubi,Culturel,20092,40.0,01:46:00,2022-03-28
904.0,Maa Nass,Politique,19472,38.0,13:54:00,2022-04-10
905.0,Mina alassima,Politique,18574,34.0,14:40:00,2022-03-31
906.0,Aljamal bima hamal,Culturel,36747,24.0,04:19:00,2022-05-22
907.0,samar albidan,Music,24926,41.0,17:01:00,2022-03-02
908.0,Assrisser Dahbo,Series,40844,21.0,10:37:00,2022-01-06
909.0,Makam mina tarab hassani,Music,31847,34.0,12:11:00,2022-02-18
910.0,Assrisser Dahbo,Series,40791,39.0,18:53:00,2022-05-17
911.0,bissmilahi lahi namdeh,Culturel,27507,37.0,16:34:00,2022-05-20
912.0,alfich,Culturel,33716,33.0,13:41:00,2022-05-27
913.0,sibak kawafi,Culturel,29276,40.0,13:06:00,2022-05-06
914.0,Quiz Quran,Religieux,18982,20.0,00:55:00,2022-03-12
915.0,Maa Naha,Culturel,29485,24.0,05:43:00,2022-03-04
916.0,Hiraf,Capsule,27863,33.0,15:55:00,2022-01-24
917.0,Midadou chouaara,Culturel,22027,39.0,08:36:00,2022-04-10
918.0,Fada Ryadi,Sport,34175,21.0,18:39:00,2022-01-26
919.0,Journal Télévisé,Info,32177,30.0,18:22:00,2022-04-29
920.0,Agenda,Info,20416,41.0,08:15:00,2022-02-18
921.0,Sahafatou Al ousbouaa,Info,38285,19.0,12:32:00,2022-03-16
922.0,Touratak Lak,Culturel,31268,38.0,15:25:00,2022-03-05
923.0,Tarab,Music,33330,28.0,14:43:00,2022-03-15
924.0,Nabdou Al Moujtamaa,Culturel,25623,41.0,06:34:00,2022-02-18
925.0,Journal Télévisé,Info,21974,19.0,15:39:00,2022-03-13
926.0,Agenda,Info,35670,32.0,14:55:00,2022-04-28
927.0,Mina Dakira sahraouya,Culturel,23884,20.0,07:54:00,2022-04-07
928.0,Mara oa Al Hayat,Culturel,20523,28.0,05:42:00,2022-02-07
929.0,Journal Télévisé,Info,25266,22.0,17:36:00,2022-03-04
930.0,Mina Dakira sahraouya,Culturel,40323,38.0,04:57:00,2022-03-11
931.0,Amnir,documentaires,26498,27.0,17:16:00,2022-05-13
932.0,Kadaya ramadaniya,Religieux,17990,29.0,05:36:00,2022-05-12
933.0,Hiraf,Capsule,31418,37.0,02:52:00,2022-04-04
934.0,Konoz mina sahrae,Culturel,31139,31.0,18:48:00,2022-01-16
935.0,Sahil aljanoubi,Culturel,38615,39.0,17:50:00,2022-03-27
936.0,Maa Nass,Politique,33352,30.0,14:17:00,2022-05-17
937.0,Mina alassima,Politique,23779,31.0,18:25:00,2022-05-22
938.0,Midadou chouaara,Culturel,19632,22.0,00:58:00,2022-01-07
939.0,Fada Ryadi,Sport,33416,37.0,04:11:00,2022-05-08
940.0,Journal Télévisé,Info,26733,34.0,19:41:00,2022-04-06
941.0,Agenda,Info,17640,25.0,10:28:00,2022-02-06
942.0,Sahafatou Al ousbouaa,Info,35008,41.0,11:28:00,2022-01-02
943.0,Touratak Lak,Culturel,30633,32.0,12:39:00,2022-04-05
944.0,Tarab,Music,20200,33.0,00:01:00,2022-05-25
945.0,Nabdou Al Moujtamaa,Culturel,33661,39.0,01:17:00,2022-04-19
946.0,Journal Télévisé,Info,35329,20.0,00:17:00,2022-02-23
947.0,Agenda,Info,22170,22.0,11:35:00,2022-01-12
948.0,Mina Dakira sahraouya,Culturel,30603,28.0,04:23:00,2022-04-16
949.0,Mara oa Al Hayat,Culturel,35383,33.0,14:54:00,2022-02-28
950.0,Journal Télévisé,Info,24945,41.0,13:13:00,2022-02-03
951.0,Mina Dakira sahraouya,Culturel,33283,30.0,16:30:00,2022-01-14
952.0,Hiraf,Capsule,30776,33.0,20:12:00,2022-02-16
953.0,Midadou chouaara,Culturel,20535,19.0,04:02:00,2022-04-08
954.0,Fada Ryadi,Sport,27423,33.0,19:06:00,2022-02-19
955.0,Journal Télévisé,Info,21366,34.0,08:18:00,2022-04-10
956.0,Agenda,Info,21884,27.0,18:22:00,2022-03-23
957.0,Sahafatou Al ousbouaa,Info,32748,25.0,17:45:00,2022-02-06
958.0,Touratak Lak,Culturel,16731,35.0,01:39:00,2022-05-03
959.0,Tarab,Music,32583,27.0,05:04:00,2022-01-01
960.0,Nabdou Al Moujtamaa,Culturel,19901,24.0,17:47:00,2022-04-23
961.0,Journal Télévisé,Info,22020,37.0,10:40:00,2022-04-07
962.0,Agenda,Info,21743,21.0,19:02:00,2022-04-16
963.0,Mina Dakira sahraouya,Culturel,38825,28.0,15:23:00,2022-01-19
964.0,Mara oa Al Hayat,Culturel,24514,24.0,03:33:00,2022-05-07
965.0,Journal Télévisé,Info,16754,27.0,09:04:00,2022-05-15
966.0,Mina Dakira sahraouya,Culturel,32636,31.0,02:12:00,2022-01-15
967.0,Amnir,documentaires,27168,38.0,04:19:00,2022-05-22
968.0,Kadaya ramadaniya,Religieux,17802,23.0,16:52:00,2022-02-27
969.0,Hiraf,Capsule,37131,34.0,13:35:00,2022-05-04
970.0,Konoz mina sahrae,Culturel,38569,20.0,11:45:00,2022-01-07
971.0,Sahil aljanoubi,Culturel,25397,37.0,07:43:00,2022-01-21
972.0,Maa Nass,Politique,21648,32.0,16:25:00,2022-03-31
973.0,Mina alassima,Politique,29282,29.0,13:13:00,2022-01-06
974.0,Aljamal bima hamal,Culturel,32291,40.0,10:22:00,2022-04-26
975.0,samar albidan,Music,40245,33.0,06:04:00,2022-04-17
976.0,Assrisser Dahbo,Series,28114,37.0,19:47:00,2022-02-04
977.0,Makam mina tarab hassani,Music,40318,39.0,03:51:00,2022-05-19
978.0,layali lafrig,Culturel,17195,20.0,11:05:00,2022-05-30
979.0,bissmilahi lahi namdeh,Culturel,30730,19.0,13:51:00,2022-05-12
980.0,alfich,Culturel,26508,32.0,20:09:00,2022-04-02
981.0,sibak kawafi,Culturel,30471,35.0,11:33:00,2022-03-05
982.0,Quiz Quran,Religieux,20879,32.0,09:12:00,2022-04-30
983.0,Maa Naha,Culturel,19762,40.0,16:29:00,2022-01-19
984.0,Hiraf,Capsule,38157,29.0,05:40:00,2022-01-16
985.0,Midadou chouaara,Culturel,35917,20.0,00:20:00,2022-05-07
986.0,Fada Ryadi,Sport,38792,31.0,04:03:00,2022-02-06
987.0,Journal Télévisé,Info,24780,28.0,15:41:00,2022-03-08
988.0,Agenda,Info,17484,24.0,17:58:00,2022-02-24
989.0,Sahafatou Al ousbouaa,Info,32693,37.0,02:23:00,2022-05-12
990.0,Touratak Lak,Culturel,32828,39.0,04:38:00,2022-02-21
991.0,Tarab,Music,29773,22.0,06:28:00,2022-03-03
992.0,Nabdou Al Moujtamaa,Culturel,22744,31.0,12:58:00,2022-05-12
993.0,Journal Télévisé,Info,22174,31.0,01:15:00,2022-01-15
994.0,Agenda,Info,17864,29.0,17:00:00,2022-05-06
995.0,Mina Dakira sahraouya,Culturel,18940,38.0,02:20:00,2022-05-12
996.0,Mara oa Al Hayat,Culturel,20932,21.0,13:15:00,2022-04-29
997.0,Journal Télévisé,Info,33422,38.0,12:27:00,2022-04-06
998.0,Mina Dakira sahraouya,Culturel,33985,28.0,05:19:00,2022-01-29
999.0,Amnir,documentaires,30468,27.0,19:38:00,2022-03-22
1000.0,Kadaya ramadaniya,Religieux,16555,38.0,18:07:00,2022-02-03
1001.0,Hiraf,Capsule,21557,35.0,07:06:00,2022-01-22
1002.0,Konoz mina sahrae,Culturel,33988,32.0,01:02:00,2022-03-11
1003.0,Sahil aljanoubi,Culturel,18640,36.0,07:22:00,2022-02-08
1004.0,Maa Nass,Politique,22178,20.0,20:52:00,2022-05-28
1005.0,Mina alassima,Politique,19125,21.0,10:22:00,2022-05-20
1006.0,Aljamal bima hamal,Culturel,35096,28.0,16:00:00,2022-02-06
1007.0,samar albidan,Music,18091,34.0,06:30:00,2022-04-07
1008.0,Assrisser Dahbo,Series,30652,21.0,15:52:00,2022-04-17
1009.0,Makam mina tarab hassani,Music,29416,38.0,09:14:00,2022-01-05
1010.0,layali lafrig,Culturel,27577,40.0,04:42:00,2022-03-13
1011.0,Mina alassima,Politique,33372,38.0,05:44:00,2022-01-28
1012.0,alfich,Culturel,17570,23.0,12:40:00,2022-03-10
1013.0,sibak kawafi,Culturel,27336,20.0,06:35:00,2022-03-27
1014.0,Quiz Quran,Religieux,26035,38.0,17:53:00,2022-02-10
1015.0,Maa Naha,Culturel,17691,31.0,19:15:00,2022-05-12
1016.0,Mahattat,documentaires,600,10.0,23:15:00,2023-02-07
,Aljamal bima hamal,Culturel,10563,15.0,08:38:58,2021-06-02
,samar albidan,Music,10469,14.0,09:25:27,2021-08-19
,Assrisser Dahbo,Series,10672,23.0,06:06:51,2022-01-20
,Makam mina tarab hassani,Music,10453,16.0,12:04:14,2023-03-30
,layali lafrig,Culturel,10682,22.0,05:48:35,2022-04-15
,bissmilahi lahi namdeh,Culturel,10552,38.0,06:25:13,2021-11-18
,alfich,Culturel,10917,17.0,17:01:13,2022-09-17
,sibak kawafi,Culturel,10753,20.0,05:12:03,2021-07-05
,sibak kawafi,Culturel,10566,19.0,14:50:04,2022-11-30
,Quiz Quran,Religieux,10766,34.0,11:37:44,2021-10-24
,Maa Naha,Culturel,10765,27.0,13:17:52,2021-07-05
,Hiraf,Capsule,10647,27.0,02:51:53,2022-09-10
,Midadou chouaara,Culturel,10717,37.0,12:43:10,2021-03-23
,Fada Ryadi,Sport,10533,23.0,09:37:44,2021-06-04
,Journal Télévisé,Info,10591,27.0,14:18:06,2022-01-10
,Agenda,Info,10879,37.0,10:51:08,2022-06-26
,Sahafatou Al ousbouaa,Info,10559,11.0,03:12:39,2022-03-26
,Touratak Lak,Culturel,10925,26.0,05:19:22,2023-03-29
,Tarab,Music,10512,22.0,10:02:17,2022-10-01
,Nabdou Al Moujtamaa,Culturel,10976,37.0,03:35:33,2023-03-19
,Journal Télévisé,Info,10757,39.0,17:33:18,2021-12-22
,Agenda,Info,10545,15.0,20:54:02,2022-03-16
,Makam mina tarab hassani,Music,10379,14.0,05:45:13,2022-08-16
,Assrisser Dahbo,Series,10434,13.0,19:12:30,2022-05-25
,bissmilahi lahi namdeh,Culturel,10472,38.0,11:52:03,2023-02-10
,alfich,Culturel,10927,38.0,07:26:08,2021-05-04
,sibak kawafi,Culturel,10332,18.0,15:03:02,2021-05-25
,Quiz Quran,Religieux,10471,31.0,20:42:21,2021-05-13
,Maa Naha,Culturel,10438,38.0,15:04:59,2022-08-22
,Hiraf,Capsule,10916,26.0,13:17:35,2022-02-16
,Midadou chouaara,Culturel,10928,36.0,08:57:29,2023-02-06
,Fada Ryadi,Sport,10610,35.0,09:16:29,2022-11-01
,Journal Télévisé,Info,10547,10.0,05:00:30,2022-02-28
,Agenda,Info,10716,36.0,13:54:40,2021-12-05
,Sahafatou Al ousbouaa,Info,10317,38.0,05:07:34,2021-11-02
,Touratak Lak,Culturel,10665,31.0,13:18:51,2022-10-19
,Tarab,Music,10536,18.0,09:31:01,2021-08-17
,Nabdou Al Moujtamaa,Culturel,10617,34.0,15:16:46,2022-05-15
,Journal Télévisé,Info,10856,24.0,06:58:34,2022-01-18
,Agenda,Info,10448,27.0,04:22:43,2021-06-07
,Mina Dakira sahraouya,Culturel,10699,39.0,03:06:50,2022-06-21
,Assrisser Dahbo,Series,10710,11.0,13:37:18,2022-07-11
,Journal Télévisé,Info,10518,28.0,15:44:10,2022-07-11
,Mina Dakira sahraouya,Culturel,10833,23.0,08:03:28,2022-09-01
,Amnir,documentaires,10872,22.0,14:45:32,2022-04-18
,Kadaya ramadaniya,Religieux,10550,25.0,08:31:49,2022-02-20
,Hiraf,Capsule,10662,25.0,18:09:07,2022-08-24
,Konoz mina sahrae,Culturel,10983,36.0,11:56:05,2022-10-28
,Sahil aljanoubi,Culturel,10792,22.0,06:29:56,2022-02-01
,Maa Nass,Politique,10436,19.0,12:18:00,2022-06-09
,Mina alassima,Politique,10885,28.0,07:46:48,2023-02-07
,Aljamal bima hamal,Culturel,10573,12.0,09:40:39,2021-12-14
,samar albidan,Music,10856,26.0,15:00:50,2022-12-20
,Assrisser Dahbo,Series,10920,10.0,12:44:23,2021-05-01
,Makam mina tarab hassani,Music,10818,12.0,02:17:15,2022-01-28
,layali lafrig,Culturel,10609,23.0,16:51:52,2022-02-08
,bissmilahi lahi namdeh,Culturel,10536,24.0,04:50:40,2022-06-08
,alfich,Culturel,10911,26.0,16:51:55,2022-04-18
,sibak kawafi,Culturel,10561,23.0,02:56:01,2022-08-13
,Quiz Quran,Religieux,10811,26.0,12:19:49,2022-02-24
,Maa Naha,Culturel,10868,11.0,14:29:33,2021-08-01
,Hiraf,Capsule,10984,18.0,08:45:50,2022-09-09
,Midadou chouaara,Culturel,10313,29.0,03:35:05,2022-06-08
,Fada Ryadi,Sport,10736,25.0,20:25:15,2022-01-03
,Journal Télévisé,Info,10941,14.0,14:38:06,2022-08-02
,Agenda,Info,10380,27.0,10:18:22,2021-05-16
,Sahafatou Al ousbouaa,Info,10907,22.0,10:50:02,2022-03-25
,Touratak Lak,Culturel,10722,31.0,11:06:04,2022-05-25
,Tarab,Music,10361,33.0,16:57:09,2022-12-29
,Nabdou Al Moujtamaa,Culturel,10655,11.0,15:47:41,2021-08-01
,Journal Télévisé,Info,10795,14.0,02:05:26,2022-04-21
,Agenda,Info,10793,33.0,03:27:02,2021-11-17
,Mina Dakira sahraouya,Culturel,10676,24.0,11:13:33,2022-12-01
,Mara oa Al Hayat,Culturel,10606,36.0,05:37:45,2021-05-29
,Journal Télévisé,Info,10489,10.0,20:38:18,2022-07-30
,Mina Dakira sahraouya,Culturel,10328,35.0,18:31:01,2022-09-02
,Amnir,documentaires,10736,12.0,15:35:29,2021-04-11
,Kadaya ramadaniya,Religieux,10751,23.0,03:15:18,2022-01-20
,Hiraf,Capsule,10792,33.0,15:09:35,2023-01-31
,Konoz mina sahrae,Culturel,10569,24.0,11:43:07,2023-02-18
,Sahil aljanoubi,Culturel,10848,39.0,19:18:47,2021-08-29
,Maa Nass,Politique,10394,26.0,06:14:52,2022-06-29
,Mina alassima,Politique,10886,30.0,11:27:22,2022-10-22
,Aljamal bima hamal,Culturel,10420,15.0,05:39:17,2022-09-04
,samar albidan,Music,10933,20.0,04:35:24,2022-05-09
,Assrisser Dahbo,Series,10623,15.0,10:54:25,2021-08-23
,Makam mina tarab hassani,Music,10881,18.0,06:54:02,2022-07-23
,layali lafrig,Culturel,10792,39.0,10:21:48,2021-07-05
,bissmilahi lahi namdeh,Culturel,10887,27.0,20:12:25,2021-07-28
,alfich,Culturel,10507,26.0,09:08:42,2022-02-16
,Assrisser Dahbo,Series,10815,13.0,09:06:33,2023-03-17
,Quiz Quran,Religieux,10686,28.0,11:31:32,2022-10-30
,Maa Naha,Culturel,10380,15.0,12:12:28,2021-07-21
,Hiraf,Capsule,10565,28.0,04:55:30,2021-08-09
,Midadou chouaara,Culturel,10522,12.0,06:08:16,2021-04-22
,Fada Ryadi,Sport,10523,15.0,06:48:21,2021-10-21
,Journal Télévisé,Info,10902,14.0,14:22:19,2022-01-16
,Agenda,Info,10574,13.0,11:37:48,2021-12-24
,Sahafatou Al ousbouaa,Info,10435,34.0,10:09:51,2022-10-30
,Touratak Lak,Culturel,10423,23.0,14:16:57,2022-01-08
,Tarab,Music,10850,10.0,02:32:22,2022-08-24
,Nabdou Al Moujtamaa,Culturel,10511,36.0,10:08:33,2022-12-18
,Journal Télévisé,Info,10728,38.0,19:23:22,2021-07-31
,Agenda,Info,10860,38.0,04:42:42,2022-05-05
,Mina Dakira sahraouya,Culturel,10429,30.0,19:23:07,2022-06-06
,Mara oa Al Hayat,Culturel,10952,31.0,11:40:42,2022-04-11
,Journal Télévisé,Info,10836,18.0,05:43:38,2023-03-04
,Mina Dakira sahraouya,Culturel,10676,30.0,19:55:59,2022-09-16
,Amnir,documentaires,10860,26.0,20:21:07,2023-01-17
,Kadaya ramadaniya,Religieux,10809,38.0,03:27:00,2022-07-16
,Hiraf,Capsule,10651,22.0,08:55:30,2021-09-22
,Konoz mina sahrae,Culturel,10625,20.0,11:39:30,2023-03-28
,Assrisser Dahbo,Series,10398,26.0,15:12:31,2021-09-22
,Maa Nass,Politique,10495,11.0,20:13:40,2021-10-26
,Mina alassima,Politique,10882,26.0,04:45:45,2023-02-23
,Aljamal bima hamal,Culturel,10897,27.0,03:29:11,2021-07-22
,samar albidan,Music,10599,27.0,14:20:04,2023-02-08
,Assrisser Dahbo,Series,10324,18.0,12:50:24,2023-02-10
,Makam mina tarab hassani,Music,10427,38.0,20:33:44,2023-03-27
,layali lafrig,Culturel,10345,24.0,04:34:02,2021-03-10
,bissmilahi lahi namdeh,Culturel,10785,36.0,18:44:23,2021-10-05
,alfich,Culturel,10348,28.0,05:36:47,2022-02-24
,Mina alassima,Politique,10518,23.0,09:27:59,2022-02-08
,Quiz Quran,Religieux,10824,10.0,13:14:48,2021-06-08
,Maa Naha,Culturel,10705,36.0,06:11:35,2023-02-14
,Hiraf,Capsule,10934,36.0,07:31:02,2022-05-20
,Midadou chouaara,Culturel,10918,19.0,16:55:57,2021-04-04
,Fada Ryadi,Sport,10769,27.0,03:46:15,2022-02-01
,Journal Télévisé,Info,10339,32.0,14:03:09,2022-02-26
,Agenda,Info,10558,12.0,11:32:35,2023-03-09
,Hiraf,Capsule,10647,22.0,05:04:09,2023-03-10
,Midadou chouaara,Culturel,10824,22.0,20:48:35,2022-07-28
,Fada Ryadi,Sport,10975,11.0,18:13:30,2021-03-17
,Journal Télévisé,Info,10913,32.0,16:15:49,2021-03-12
,Agenda,Info,10489,16.0,15:41:14,2023-01-22
,Sahafatou Al ousbouaa,Info,10319,39.0,11:28:24,2022-10-08
,Touratak Lak,Culturel,10519,27.0,04:17:50,2021-06-08
,Tarab,Music,10689,23.0,07:39:22,2021-06-18
,Nabdou Al Moujtamaa,Culturel,10493,27.0,06:00:43,2022-12-23
,Journal Télévisé,Info,10351,22.0,20:08:02,2022-11-24
,Agenda,Info,10377,33.0,19:21:15,2022-08-14
,Mina Dakira sahraouya,Culturel,10524,39.0,16:47:04,2021-10-08
,Mara oa Al Hayat,Culturel,10326,17.0,09:22:45,2022-04-16
,Journal Télévisé,Info,10801,21.0,16:31:17,2022-03-13
,Mina Dakira sahraouya,Culturel,10636,10.0,04:14:02,2021-05-21
,Amnir,documentaires,10900,17.0,03:29:13,2021-11-04
,Kadaya ramadaniya,Religieux,10913,17.0,05:57:30,2021-12-11
,Hiraf,Capsule,10338,18.0,07:01:22,2021-12-15
,Konoz mina sahrae,Culturel,10997,19.0,11:59:14,2022-06-16
,Sahil aljanoubi,Culturel,10750,27.0,11:12:06,2022-04-29
,Maa Nass,Politique,10352,27.0,20:42:10,2021-08-29
,Mina alassima,Politique,10865,14.0,12:09:31,2021-10-28
,Aljamal bima hamal,Culturel,10374,14.0,09:49:38,2022-10-23
,samar albidan,Music,10523,31.0,12:49:46,2021-06-02
,Assrisser Dahbo,Series,10861,26.0,10:27:21,2022-11-20
,Makam mina tarab hassani,Music,10675,20.0,08:52:49,2022-12-25
,layali lafrig,Culturel,10945,17.0,09:27:44,2022-06-19
,bissmilahi lahi namdeh,Culturel,10840,10.0,20:23:21,2021-11-21
,alfich,Culturel,10327,22.0,02:57:15,2021-10-26
,Assrisser Dahbo,Series,10304,13.0,19:32:06,2022-05-19
,Quiz Quran,Religieux,10383,36.0,16:05:31,2022-09-17
,Maa Naha,Culturel,10976,35.0,17:55:33,2022-10-16
,Hiraf,Capsule,10449,29.0,16:21:42,2021-08-09
,Midadou chouaara,Culturel,10356,34.0,06:14:20,2021-03-15
,Fada Ryadi,Sport,10784,27.0,18:24:07,2022-12-04
,Journal Télévisé,Info,10750,24.0,18:07:16,2022-10-06
,Agenda,Info,10791,20.0,14:48:58,2022-07-01
,Sahafatou Al ousbouaa,Info,10789,10.0,07:24:36,2021-03-04
,Touratak Lak,Culturel,10833,11.0,09:47:25,2022-12-29
,Tarab,Music,10633,12.0,16:38:22,2022-04-13
,Nabdou Al Moujtamaa,Culturel,10984,28.0,10:52:33,2022-09-01
,Journal Télévisé,Info,10442,15.0,04:56:42,2022-04-22
,Agenda,Info,10583,11.0,02:55:01,2021-07-06
,Mina Dakira sahraouya,Culturel,10490,34.0,02:04:08,2021-08-08
,Assrisser Dahbo,Series,10897,26.0,06:49:45,2021-03-27
,Journal Télévisé,Info,10719,18.0,07:44:24,2022-04-10
,Mina Dakira sahraouya,Culturel,10856,23.0,18:57:41,2022-02-16
,Amnir,documentaires,10370,10.0,12:23:29,2022-05-19
,Kadaya ramadaniya,Religieux,10714,29.0,18:00:41,2021-05-02
,Hiraf,Capsule,10911,20.0,04:06:16,2022-08-22
,Konoz mina sahrae,Culturel,10583,23.0,05:03:48,2021-12-23
,Sahil aljanoubi,Culturel,10822,31.0,08:39:51,2022-04-15
,Maa Nass,Politique,10545,24.0,17:57:21,2022-12-30
,Mina alassima,Politique,10612,33.0,12:56:58,2021-07-04
,Aljamal bima hamal,Culturel,10570,34.0,17:16:54,2021-11-04
,samar albidan,Music,10597,21.0,07:37:17,2021-04-30
,Assrisser Dahbo,Series,10940,14.0,17:16:11,2023-03-17
,Makam mina tarab hassani,Music,10736,11.0,19:40:12,2023-03-07
,Mina Dakira sahraouya,Culturel,10872,29.0,02:10:15,2021-04-07
,layali lafrig,Culturel,10430,37.0,16:33:02,2022-03-14
,bissmilahi lahi namdeh,Culturel,10551,14.0,13:28:51,2023-02-21
,Mahadra,Religieux,10690,31.0,14:50:47,2023-02-27
,Sahafatou Al ousbouaa,Info,10443,22.0,18:32:19,2022-04-30
,Touratak Lak,Culturel,10702,26.0,17:06:33,2023-02-24
,Tarab,Music,10965,33.0,13:00:36,2023-01-05
,Nabdou Al Moujtamaa,Culturel,10730,34.0,11:42:35,2022-07-28
,Journal Télévisé,Info,10855,13.0,14:11:41,2022-08-09
,Agenda,Info,10753,27.0,18:35:10,2022-07-23
,Mina Dakira sahraouya,Culturel,10908,37.0,10:50:31,2023-01-24
,Mara oa Al Hayat,Culturel,10422,23.0,06:44:21,2023-02-20
,Journal Télévisé,Info,10357,15.0,17:19:01,2021-07-19
,Mina Dakira sahraouya,Culturel,10794,33.0,06:46:01,2021-03-22
,Amnir,documentaires,10686,30.0,12:01:51,2022-03-23
,Kadaya ramadaniya,Religieux,10779,32.0,03:04:44,2021-03-08
,Hiraf,Capsule,10726,15.0,04:45:24,2023-03-23
,Konoz mina sahrae,Culturel,10617,10.0,20:57:45,2021-03-26
,Sahil aljanoubi,Culturel,10826,24.0,18:49:27,2021-07-24
,Maa Nass,Politique,10583,12.0,10:44:48,2022-11-08
,Mina alassima,Politique,10461,30.0,20:29:20,2022-08-31
,samar albidan,Music,10459,27.0,16:45:43,2022-08-01
,Assrisser Dahbo,Series,10309,27.0,13:06:40,2022-07-11
,Makam mina tarab hassani,Music,10656,30.0,16:00:02,2022-05-26
,layali lafrig,Culturel,10760,26.0,06:00:11,2021-06-10
,bissmilahi lahi namdeh,Culturel,10955,27.0,16:03:27,2022-09-24
,alfich,Culturel,10427,33.0,04:45:28,2021-04-14
,sibak kawafi,Culturel,10533,17.0,17:07:09,2022-09-22
,Quiz Quran,Religieux,10686,16.0,20:23:03,2022-10-11
,Maa Naha,Culturel,10798,19.0,14:30:53,2022-09-16
,Hiraf,Capsule,10349,37.0,15:06:04,2022-01-06
,Midadou chouaara,Culturel,10914,39.0,05:53:11,2021-04-15
,Fada Ryadi,Sport,10520,10.0,19:35:37,2021-03-12
,Journal Télévisé,Info,10718,35.0,06:54:46,2022-03-23
,Agenda,Info,10866,28.0,02:00:17,2022-02-12
,Sahafatou Al ousbouaa,Info,10971,38.0,07:56:04,2022-06-23
,Touratak Lak,Culturel,10863,20.0,19:47:03,2021-10-20
,Tarab,Music,10379,23.0,05:16:39,2022-08-31
,Nabdou Al Moujtamaa,Culturel,10898,23.0,02:21:10,2022-09-11
,Journal Télévisé,Info,10557,22.0,04:09:21,2021-04-28
,Agenda,Info,10313,27.0,02:35:12,2022-09-14
,Maa Nass,Politique,10300,11.0,14:16:02,2022-12-05
,Mina alassima,Politique,10530,26.0,09:36:43,2022-11-05
,Aljamal bima hamal,Culturel,10987,17.0,14:05:00,2022-08-22
,samar albidan,Music,10631,36.0,08:41:36,2021-06-18
,Assrisser Dahbo,Series,10603,24.0,08:18:00,2021-07-17
,Makam mina tarab hassani,Music,10731,11.0,18:02:05,2022-09-24
,layali lafrig,Culturel,10660,26.0,04:22:24,2022-06-07
,bissmilahi lahi namdeh,Culturel,10463,39.0,07:33:41,2022-07-18
,alfich,Culturel,10724,37.0,09:10:44,2022-10-30
,sibak kawafi,Culturel,10792,17.0,11:02:55,2022-04-03
,Quiz Quran,Religieux,10846,37.0,15:36:44,2021-08-27
,Maa Naha,Culturel,10973,18.0,08:40:25,2022-05-30
,Mahattat,documentaires,10996,14.0,07:21:08,2022-10-08
,Aljamal bima hamal,Culturel,10558,10.0,12:51:31,2022-06-23
,samar albidan,Music,10846,35.0,19:35:04,2021-06-02
,Assrisser Dahbo,Series,10541,19.0,17:04:35,2021-05-06
,Makam mina tarab hassani,Music,10661,11.0,02:23:32,2023-01-26
,layali lafrig,Culturel,10887,15.0,17:10:50,2021-05-05
,bissmilahi lahi namdeh,Culturel,10862,37.0,19:38:20,2022-02-26
,alfich,Culturel,10981,38.0,02:57:57,2022-12-31
,Mina alassima,Politique,10491,33.0,11:30:48,2022-12-27
,Quiz Quran,Religieux,10986,30.0,14:03:56,2021-10-23
,Maa Naha,Culturel,10785,34.0,20:43:07,2022-04-03
,Hiraf,Capsule,10777,37.0,07:19:43,2023-01-02
,Midadou chouaara,Culturel,10301,18.0,11:43:51,2021-05-14
